date,open_price,high_price,low_price,close_price,volume_price,adjclose_price
2018-06-15,12,14,12,13,13142700,12
2018-06-14,13,13,12,12,7532200,11
2018-06-13,13,13,13,13,8824100,12
2018-06-12,14,14,14,14,3384100,12
2018-06-11,14,14,14,14,4717800,13
2018-06-08,14,14,14,14,5031000,13
2018-06-07,14,14,14,14,3213500,12
2018-06-06,14,14,14,14,5148600,12
2018-06-05,14,14,14,14,5696500,13
2018-06-04,13,14,13,14,7296600,12
2018-06-01,12,13,12,13,25824000,12
2018-05-31,13,13,12,13,6489200,11
2018-05-30,13,13,12,13,4991300,12
2018-05-29,12,13,12,13,4240700,11
2018-05-25,12,12,12,12,2444000,11
2018-05-24,12,12,12,12,3077000,11
2018-05-23,12,12,12,12,3160100,11
2018-05-22,12,12,12,12,4542400,11
2018-05-21,12,12,12,12,5065700,11
2018-05-18,13,13,12,12,10236900,11
2018-05-17,13,13,13,13,2912000,12
2018-05-16,13,13,13,13,6738500,12
2018-05-15,13,13,13,13,3790200,12
2018-05-14,12,13,12,13,5907400,11
2018-05-11,12,12,12,12,5507400,11
2018-05-10,12,13,12,13,3118500,11
2018-05-09,12,12,12,12,3752900,11
2018-05-08,12,12,12,12,3839000,11
2018-05-07,13,13,12,12,3118500,11
2018-05-04,12,13,12,13,4903100,11
2018-05-03,13,13,12,12,5091400,11
2018-05-02,13,13,13,13,3181800,12
2018-05-01,13,13,13,13,2409700,12
2018-04-30,13,14,13,13,3151900,12
2018-04-27,13,13,13,13,2500600,12
2018-04-26,13,13,13,13,3212000,12
2018-04-25,13,13,13,13,3647100,12
2018-04-24,13,13,13,13,3613600,12
2018-04-23,12,13,12,13,3692900,11
2018-04-20,13,13,12,12,6200800,11
2018-04-19,13,13,13,13,2507400,12
2018-04-18,13,14,13,13,3573300,12
2018-04-17,13,14,13,13,4288900,12
2018-04-16,13,13,13,13,3227700,12
2018-04-13,13,13,13,13,3188700,12
2018-04-12,13,13,13,13,3114400,12
2018-04-11,13,13,13,13,4284000,12
2018-04-10,13,13,13,13,5788600,12
2018-04-09,13,13,13,13,5703600,12
2018-04-06,13,13,13,13,4238300,12
2018-04-05,13,13,13,13,5140600,12
2018-04-04,12,13,12,13,6383800,11
2018-04-03,12,13,12,13,5747200,11
2018-04-02,12,13,12,12,11130000,11
2018-03-29,12,13,12,12,25461800,11
2018-03-28,14,14,13,14,7634000,12
2018-03-27,14,14,13,13,4480900,12
2018-03-26,13,14,13,14,5015700,12
2018-03-23,13,13,13,13,3811400,12
2018-03-22,13,14,13,13,4442300,12
2018-03-21,14,14,14,14,4411200,12
2018-03-20,14,14,14,14,4284000,12
2018-03-19,15,15,14,14,3976100,13
2018-03-16,15,15,15,15,5084000,13
2018-03-15,15,15,15,15,1867000,13
2018-03-14,15,15,15,15,2518100,13
2018-03-13,15,16,15,15,2891500,13
2018-03-12,15,16,15,15,3878600,13
2018-03-09,15,15,15,15,3969900,14
2018-03-08,15,16,15,15,2974400,13
2018-03-07,15,16,15,15,2989400,14
2018-03-06,16,16,15,16,2667600,14
2018-03-05,15,16,15,16,4236100,14
2018-03-02,15,15,15,15,3553900,14
2018-03-01,15,16,15,15,3132500,13
2018-02-28,15,15,15,15,4737000,13
2018-02-27,16,16,15,15,4474000,13
2018-02-26,16,16,15,16,2771200,14
2018-02-23,15,15,15,15,2580300,13
2018-02-22,15,15,15,15,2452200,13
2018-02-21,15,16,15,15,3031200,13
2018-02-20,16,16,15,15,2489800,13
2018-02-16,16,16,16,16,2706100,14
2018-02-15,16,16,16,16,2263100,14
2018-02-14,15,16,15,16,3215900,14
2018-02-13,15,15,15,15,2463900,13
2018-02-12,16,16,15,15,2431800,13
2018-02-09,15,16,15,16,5640900,14
2018-02-08,16,16,15,15,4286700,13
2018-02-07,16,16,16,16,4413500,14
2018-02-06,15,16,15,16,4962200,14
2018-02-05,16,16,15,15,4131100,13
2018-02-02,16,16,16,16,3253500,14
2018-02-01,16,17,16,16,2937100,14
2018-01-31,17,17,16,16,2749200,14
2018-01-30,17,17,16,17,1886000,14
2018-01-29,17,17,16,17,3154700,14
2018-01-26,16,17,16,17,3348800,14
2018-01-25,16,17,16,16,2701800,14
2018-01-24,17,17,16,16,4073900,14
2018-01-23,17,17,17,17,3628500,15
2018-01-22,18,18,17,17,5234800,15
2018-01-19,17,18,17,18,3194000,15
2018-01-18,17,17,17,17,4265700,15
2018-01-17,17,17,17,17,4259700,15
2018-01-16,18,18,17,17,7852500,14
2018-01-12,18,18,17,17,15445800,15
2018-01-11,19,20,19,19,4213100,17
2018-01-10,19,19,19,19,4012800,17
2018-01-09,19,19,19,19,3662600,17
2018-01-08,18,19,18,19,3668400,16
2018-01-05,18,18,18,18,3019000,16
2018-01-04,18,18,17,18,2781300,16
2018-01-03,18,18,17,18,3789200,15
2018-01-02,17,18,17,18,2832700,15
2017-12-29,18,18,17,17,2063900,15
2017-12-28,18,18,18,18,1939400,15
2017-12-27,18,18,18,18,1837600,15
2017-12-26,18,19,18,18,3234200,16
2017-12-22,18,18,18,18,2085400,15
2017-12-21,18,18,18,18,2862100,16
2017-12-20,18,18,18,18,2304500,15
2017-12-19,18,18,18,18,2253700,16
2017-12-18,18,18,18,18,3206400,16
2017-12-15,18,18,18,18,3875200,16
2017-12-14,18,18,18,18,2818100,16
2017-12-13,19,19,18,18,3086600,16
2017-12-12,19,19,18,19,2532900,16
2017-12-11,19,19,18,19,3652500,16
2017-12-08,18,19,18,19,3142100,16
2017-12-07,18,19,18,18,3277300,16
2017-12-06,19,19,18,19,2430300,16
2017-12-05,19,19,18,19,3080900,16
2017-12-04,19,19,18,19,4361300,16
2017-12-01,18,19,18,18,3831900,16
2017-11-30,19,19,18,18,5024700,16
2017-11-29,19,19,19,19,6477300,16
2017-11-28,18,19,18,19,5883400,16
2017-11-27,17,18,17,18,5846800,15
2017-11-24,17,18,17,17,6474200,14
2017-11-22,17,18,17,17,20142400,14
2017-11-21,16,16,16,16,9352400,14
2017-11-20,16,16,16,16,3796700,14
2017-11-17,16,16,16,16,3194500,13
2017-11-16,16,16,16,16,4855100,13
2017-11-15,16,16,15,16,3821500,13
2017-11-14,16,16,15,16,3517800,13
2017-11-13,16,16,15,16,4374700,13
2017-11-10,17,17,16,16,5787400,14
2017-11-09,17,17,17,17,2862900,15
2017-11-08,17,17,16,17,2230400,14
2017-11-07,17,17,17,17,2844400,14
2017-11-06,18,18,17,17,3049000,15
2017-11-03,18,18,18,18,2020400,15
2017-11-02,18,18,18,18,2904600,15
2017-11-01,18,18,18,18,2488700,15
2017-10-31,18,19,18,18,2193900,16
2017-10-30,19,19,18,18,2252000,16
2017-10-27,19,19,18,19,2230200,16
2017-10-26,19,19,19,19,2142100,16
2017-10-25,19,20,19,19,2578400,16
2017-10-24,20,20,19,19,1701200,17
2017-10-23,20,20,20,20,1703600,17
2017-10-20,20,20,20,20,1690200,17
2017-10-19,20,20,19,20,1271600,17
2017-10-18,19,20,19,20,1912200,17
2017-10-17,19,19,19,19,1251100,16
2017-10-16,19,19,19,19,1514700,16
2017-10-13,19,19,19,19,1092900,16
2017-10-12,19,19,19,19,1775800,16
2017-10-11,20,20,19,19,2309000,16
2017-10-10,20,20,19,20,1763300,17
2017-10-09,20,20,19,20,1799900,17
2017-10-06,20,20,20,20,1651800,17
2017-10-05,20,20,20,20,1146000,17
2017-10-04,20,20,20,20,1183800,17
2017-10-03,20,20,20,20,1390300,17
2017-10-02,20,20,20,20,1559700,17
2017-09-29,20,20,20,20,1565700,17
2017-09-28,20,20,20,20,1720900,17
2017-09-27,20,20,20,20,2048400,17
2017-09-26,20,20,20,20,2130100,17
2017-09-25,20,20,20,20,1158800,17
2017-09-22,19,20,19,20,1000900,17
2017-09-21,20,20,19,19,1415500,17
2017-09-20,20,20,20,20,1215000,17
2017-09-19,20,20,19,20,1360300,17
2017-09-18,20,20,20,20,2095900,17
2017-09-15,20,20,20,20,2505400,17
2017-09-14,20,20,19,20,1921700,17
2017-09-13,19,20,19,20,1755900,17
2017-09-12,19,19,19,19,3347000,16
2017-09-11,19,19,19,19,2204600,16
2017-09-08,18,19,18,19,2219200,16
2017-09-07,19,19,18,18,2803000,16
2017-09-06,19,19,18,19,2920800,16
2017-09-05,18,18,18,18,2646000,15
2017-09-01,18,18,18,18,2344300,15
2017-08-31,18,18,18,18,2629600,15
2017-08-30,18,18,18,18,2210100,15
2017-08-29,18,19,18,18,4667700,15
2017-08-28,19,19,18,19,5228400,16
2017-08-25,19,19,18,19,20500700,16
2017-08-24,21,22,21,21,4234600,18
2017-08-23,21,21,21,21,2432900,18
2017-08-22,21,21,21,21,2473800,18
2017-08-21,21,21,20,20,1633100,17
2017-08-18,21,21,20,21,2123500,17
2017-08-17,21,21,21,21,1939600,17
2017-08-16,21,21,21,21,2439400,17
2017-08-15,21,21,20,20,3888400,17
2017-08-14,21,21,21,21,1533900,18
2017-08-11,21,21,21,21,1619300,18
2017-08-10,21,21,21,21,1521300,18
2017-08-09,21,22,21,22,1503500,18
2017-08-08,22,22,21,21,1422500,18
2017-08-07,21,22,21,22,1277600,18
2017-08-04,21,22,21,21,1136100,18
2017-08-03,21,21,21,21,1047900,18
2017-08-02,21,21,21,21,1116100,17
2017-08-01,21,21,21,21,3059100,17
2017-07-31,21,21,21,21,1369400,18
2017-07-28,21,21,21,21,1234700,18
2017-07-27,21,21,21,21,3838400,18
2017-07-26,21,21,20,21,1769900,17
2017-07-25,20,21,20,21,2105500,17
2017-07-24,20,21,20,20,1584300,17
2017-07-21,21,21,20,20,3575400,17
2017-07-20,21,21,21,21,1855700,17
2017-07-19,21,21,21,21,972900,17
2017-07-18,21,21,20,21,1103200,17
2017-07-17,21,21,20,21,1729300,17
2017-07-14,21,21,20,21,1229900,17
2017-07-13,21,21,21,21,1749400,17
2017-07-12,21,21,20,20,1087000,17
2017-07-11,20,21,20,20,1167700,17
2017-07-10,20,21,20,20,1646500,17
2017-07-07,21,21,20,20,1855900,17
2017-07-06,21,21,21,21,1508300,17
2017-07-05,21,21,21,21,2684200,18
2017-07-03,21,22,21,21,1409400,18
2017-06-30,21,21,21,21,1151100,18
2017-06-29,21,21,21,21,1733200,18
2017-06-28,21,21,21,21,3161400,18
2017-06-27,21,21,21,21,1747200,17
2017-06-26,20,21,20,21,2307200,17
2017-06-23,20,20,20,20,1747800,17
2017-06-22,20,20,20,20,4211400,17
2017-06-21,20,20,20,20,2194200,17
2017-06-20,20,20,20,20,1796200,17
2017-06-19,20,20,20,20,2133400,17
2017-06-16,21,21,20,20,3683000,17
2017-06-15,21,21,21,21,2321100,17
2017-06-14,21,21,21,21,2481100,18
2017-06-13,21,22,21,21,1918400,18
2017-06-12,21,22,21,21,3281900,18
2017-06-09,21,22,21,22,2955700,18
2017-06-08,22,22,21,21,3618800,17
2017-06-07,21,22,21,22,2154800,18
2017-06-06,22,22,21,21,3105400,18
2017-06-05,22,22,21,22,1955700,18
2017-06-02,22,22,22,22,2350500,18
2017-06-01,22,22,22,22,3691000,18
2017-05-31,22,22,21,22,5406500,18
2017-05-30,22,22,22,22,5679900,18
2017-05-26,22,22,21,22,14212000,18
2017-05-25,23,23,22,23,7738500,19
2017-05-24,22,22,22,22,2448100,18
2017-05-23,24,24,22,22,5634800,18
2017-05-22,24,24,24,24,2455900,19
2017-05-19,23,24,23,24,2669600,20
2017-05-18,23,24,23,23,1748200,19
2017-05-17,24,24,23,23,2207700,19
2017-05-16,24,24,23,24,2034700,20
2017-05-15,24,24,24,24,2139400,20
2017-05-12,24,24,23,24,1820300,19
2017-05-11,25,25,24,24,3047700,20
2017-05-10,24,25,24,24,2409300,20
2017-05-09,24,24,24,24,1950000,20
2017-05-08,24,24,23,24,2215700,20
2017-05-05,23,24,23,24,1170600,19
2017-05-04,23,24,23,23,1464000,19
2017-05-03,23,24,23,23,3127300,19
2017-05-02,22,23,22,23,1788200,19
2017-05-01,22,23,22,22,2744800,18
2017-04-28,23,23,22,22,3104300,18
2017-04-27,23,23,23,23,2970300,19
2017-04-26,23,23,23,23,2211600,19
2017-04-25,23,23,23,23,1441700,19
2017-04-24,23,23,22,23,2716400,19
2017-04-21,23,23,22,23,1766200,19
2017-04-20,22,23,22,23,1906600,19
2017-04-19,22,23,22,22,1680500,18
2017-04-18,22,22,22,22,1986300,18
2017-04-17,22,22,22,22,3554500,18
2017-04-13,22,22,21,22,3663600,18
2017-04-12,22,22,21,22,1883100,18
2017-04-11,21,22,21,22,2718400,18
2017-04-10,21,22,21,21,2345300,18
2017-04-07,21,22,21,21,3754500,17
2017-04-06,21,22,21,21,3296200,18
2017-04-05,22,22,21,21,2168900,17
2017-04-04,21,22,21,21,2237000,18
2017-04-03,22,22,21,22,2709100,18
2017-03-31,22,22,22,22,2934200,18
2017-03-30,21,22,21,22,2222000,18
2017-03-29,21,22,21,21,3258300,18
2017-03-28,20,21,20,21,4278600,17
2017-03-27,20,21,20,20,6962300,17
2017-03-24,21,21,20,20,15944600,17
2017-03-23,24,24,23,23,4662200,19
2017-03-22,24,24,23,24,2042000,19
2017-03-21,24,24,23,24,2850500,19
2017-03-20,24,24,23,23,4116200,19
2017-03-17,24,24,24,24,5429100,20
2017-03-16,24,24,24,24,3133500,20
2017-03-15,24,24,24,24,2896500,20
2017-03-14,24,24,24,24,1849800,20
2017-03-13,24,24,24,24,3940100,19
2017-03-10,24,25,24,25,3049400,20
2017-03-09,25,25,24,25,2398700,20
2017-03-08,24,25,24,25,2380400,20
2017-03-07,24,24,24,24,2314600,20
2017-03-06,25,25,24,24,2275600,20
2017-03-03,25,25,25,25,1827900,20
2017-03-02,24,25,24,24,2475400,20
2017-03-01,24,24,24,24,3341500,19
2017-02-28,26,26,23,24,7757900,19
2017-02-27,26,26,25,26,2301300,21
2017-02-24,25,26,25,26,1991700,21
2017-02-23,26,26,25,25,2462200,20
2017-02-22,26,26,26,26,1377700,21
2017-02-21,25,26,25,26,2720300,21
2017-02-17,25,25,25,25,1241700,20
2017-02-16,25,25,25,25,1795800,20
2017-02-15,25,26,25,25,2146700,20
2017-02-14,25,25,25,25,1542700,20
2017-02-13,25,25,25,25,1470800,20
2017-02-10,25,25,25,25,1521000,20
2017-02-09,24,25,24,25,1488300,20
2017-02-08,24,24,24,24,1388400,20
2017-02-07,24,25,24,24,2179600,20
2017-02-06,24,24,24,24,1704600,20
2017-02-03,24,24,24,24,2242700,20
2017-02-02,24,24,24,24,1651800,19
2017-02-01,24,24,24,24,1752900,19
2017-01-31,23,24,23,24,1596900,19
2017-01-30,24,24,23,24,1731300,19
2017-01-27,24,24,23,24,2669400,19
2017-01-26,24,24,24,24,3160300,19
2017-01-25,24,24,23,24,1887700,19
2017-01-24,23,24,23,23,2850600,19
2017-01-23,23,24,23,23,2186300,19
2017-01-20,23,23,23,23,2566100,19
2017-01-19,23,23,23,23,2002400,18
2017-01-18,23,23,22,23,2180900,19
2017-01-17,22,23,22,23,4983400,18
2017-01-13,22,23,22,22,14823900,18
2017-01-12,24,24,24,24,2643200,20
2017-01-11,24,25,24,24,2543400,20
2017-01-10,24,25,24,24,2243100,20
2017-01-09,24,24,24,24,1646700,19
2017-01-06,25,25,24,24,2333600,19
2017-01-05,25,25,24,25,3037700,20
2017-01-04,25,26,25,25,2244300,21
2017-01-03,25,25,25,25,1941400,20
2016-12-30,25,25,25,25,1747800,20
2016-12-29,25,25,25,25,1714800,20
2016-12-28,25,25,25,25,1716100,20
2016-12-27,25,26,25,25,1596100,21
2016-12-23,25,26,25,25,1977600,20
2016-12-22,26,26,25,25,2296500,20
2016-12-21,26,26,25,26,1879400,21
2016-12-20,25,26,25,26,1031700,21
2016-12-19,25,25,25,25,1316700,21
2016-12-16,25,25,25,25,3383300,20
2016-12-15,25,25,25,25,1964800,20
2016-12-14,26,26,25,25,2373300,20
2016-12-13,26,26,26,26,2399300,21
2016-12-12,26,26,25,26,2146200,21
2016-12-09,25,26,25,26,2451700,21
2016-12-08,26,26,25,25,3100200,21
2016-12-07,25,26,25,25,2799300,21
2016-12-06,24,24,24,24,1508000,20
2016-12-05,24,24,24,24,2335300,19
2016-12-02,24,24,24,24,1572800,19
2016-12-01,24,25,24,24,1440700,20
2016-11-30,24,24,24,24,3192300,20
2016-11-29,24,25,24,24,2321100,19
2016-11-28,26,26,24,25,2815700,20
2016-11-25,26,26,25,25,2313300,20
2016-11-23,24,26,24,26,9376800,20
2016-11-22,23,24,23,24,3741700,19
2016-11-21,23,23,23,23,2235500,18
2016-11-18,23,23,23,23,1679000,18
2016-11-17,23,23,23,23,1143500,18
2016-11-16,22,23,22,23,1708300,18
2016-11-15,22,22,22,22,2216800,18
2016-11-14,22,23,22,22,2075400,18
2016-11-11,21,22,21,22,2197400,17
2016-11-10,21,22,21,21,2523800,17
2016-11-09,20,21,20,21,1740500,17
2016-11-08,21,21,20,20,1884000,16
2016-11-07,21,21,20,21,2881800,17
2016-11-04,20,21,20,20,3076400,16
2016-11-03,20,20,20,20,5559900,16
2016-11-02,20,21,20,20,13653300,16
2016-11-01,24,24,23,23,2499200,18
2016-10-31,23,24,23,24,2151200,19
2016-10-28,23,24,23,23,1871100,19
2016-10-27,24,24,23,23,2703400,19
2016-10-26,24,25,24,24,3323900,19
2016-10-25,25,25,24,24,1909900,19
2016-10-24,25,25,24,25,1873500,20
2016-10-21,25,25,24,25,1753200,20
2016-10-20,24,25,24,25,2265400,20
2016-10-19,24,25,24,25,2332400,20
2016-10-18,24,25,24,24,2069400,19
2016-10-17,25,25,24,24,5481500,19
2016-10-14,25,25,25,25,3136100,20
2016-10-13,26,26,25,25,2680300,20
2016-10-12,26,26,26,26,2446800,20
2016-10-11,26,26,26,26,2142200,20
2016-10-10,26,27,26,26,1599600,21
2016-10-07,26,26,26,26,2145400,21
2016-10-06,27,27,26,26,3747500,21
2016-10-05,27,27,26,27,1941100,21
2016-10-04,27,27,27,27,2345700,21
2016-10-03,27,27,27,27,1625400,22
2016-09-30,27,27,27,27,1788800,22
2016-09-29,27,27,27,27,1758100,21
2016-09-28,27,27,27,27,1166400,22
2016-09-27,27,27,27,27,1443000,21
2016-09-26,28,28,27,27,1074900,22
2016-09-23,28,28,28,28,1370200,22
2016-09-22,28,28,27,28,1790300,22
2016-09-21,27,28,27,28,1663700,22
2016-09-20,28,28,27,27,1865100,22
2016-09-19,27,28,27,27,3349800,22
2016-09-16,27,27,26,27,1922000,21
2016-09-15,26,27,26,27,2210500,21
2016-09-14,27,27,26,27,1854300,21
2016-09-13,26,27,26,26,2825400,21
2016-09-12,27,27,26,27,3607000,21
2016-09-09,27,28,27,27,2485400,21
2016-09-08,27,28,27,27,1728800,22
2016-09-07,28,28,27,28,1516100,22
2016-09-06,28,28,28,28,1944100,22
2016-09-02,28,28,28,28,1690100,22
2016-09-01,28,28,27,28,2094800,22
2016-08-31,28,28,28,28,2828000,22
2016-08-30,28,28,28,28,2859100,22
2016-08-29,28,28,28,28,4405600,22
2016-08-26,30,30,28,28,14493400,22
2016-08-25,31,32,31,32,6167300,25
2016-08-24,32,32,31,31,2715400,25
2016-08-23,32,32,31,32,2840300,25
2016-08-22,32,32,31,31,1671900,24
2016-08-19,31,31,30,31,2164800,25
2016-08-18,30,31,30,31,1580100,24
2016-08-17,30,30,30,30,1762400,24
2016-08-16,31,31,31,31,1586900,24
2016-08-15,31,32,31,31,1430100,25
2016-08-12,31,31,30,31,2146000,24
2016-08-11,30,31,30,31,2477800,24
2016-08-10,29,30,29,30,1750300,23
2016-08-09,29,30,29,29,2247600,23
2016-08-08,30,30,29,29,2044100,23
2016-08-05,29,30,29,30,2612300,23
2016-08-04,29,30,29,29,1206600,23
2016-08-03,29,29,28,29,2360100,23
2016-08-02,30,30,29,29,3420700,23
2016-08-01,30,30,30,30,2887600,24
2016-07-29,31,31,30,30,1597300,24
2016-07-28,31,31,30,31,1421900,24
2016-07-27,31,31,31,31,2183200,24
2016-07-26,30,31,30,31,2521100,24
2016-07-25,30,30,30,30,2252200,24
2016-07-22,31,31,30,30,2590400,24
2016-07-21,31,31,30,31,4365100,24
2016-07-20,30,31,30,31,3771100,24
2016-07-19,30,31,30,30,4359200,23
2016-07-18,28,30,27,30,7792200,23
2016-07-15,28,28,27,27,2468500,22
2016-07-14,28,29,28,28,1997100,22
2016-07-13,28,29,28,28,2952800,22
2016-07-12,28,28,28,28,3023300,22
2016-07-11,28,28,28,28,3566700,22
2016-07-08,26,27,26,27,2104100,21
2016-07-07,26,27,26,26,2270700,20
2016-07-06,26,26,25,26,2490300,20
2016-07-05,27,27,25,26,2141100,20
2016-07-01,26,27,26,27,2632600,21
2016-06-30,26,26,26,26,1859200,21
2016-06-29,26,26,26,26,2485300,20
2016-06-28,25,26,25,26,2880800,20
2016-06-27,25,25,25,25,3060700,20
2016-06-24,25,25,25,25,1843000,20
2016-06-23,26,26,26,26,1518500,20
2016-06-22,25,26,25,26,1786700,20
2016-06-21,26,26,25,25,1569600,20
2016-06-20,26,26,26,26,2280600,20
2016-06-17,25,26,25,26,2594800,20
2016-06-16,26,26,25,25,2230800,20
2016-06-15,25,26,25,26,3626600,20
2016-06-14,25,26,25,25,3149000,20
2016-06-13,26,26,26,26,2331700,20
2016-06-10,26,26,26,26,4522100,20
2016-06-09,28,28,27,27,3397000,21
2016-06-08,28,28,28,28,1920400,22
2016-06-07,28,28,28,28,1821000,22
2016-06-06,28,28,28,28,1955200,22
2016-06-03,28,29,28,28,2209700,22
2016-06-02,28,29,28,28,1968100,22
2016-06-01,29,29,28,28,3722300,22
2016-05-31,28,29,28,29,9935800,22
2016-05-27,28,28,27,28,7559600,22
2016-05-26,29,30,29,29,3425500,23
2016-05-25,28,29,28,29,4611800,23
2016-05-24,28,28,28,28,3522600,22
2016-05-23,28,28,28,28,2005700,22
2016-05-20,28,28,28,28,2329300,22
2016-05-19,28,28,27,28,3142500,22
2016-05-18,28,28,27,28,3887200,21
2016-05-17,29,29,28,28,3047300,22
2016-05-16,28,29,28,29,3026100,22
2016-05-13,29,29,28,28,2963600,22
2016-05-12,29,29,28,29,2149700,22
2016-05-11,30,30,28,29,2999300,22
2016-05-10,30,30,30,30,1318700,23
2016-05-09,30,30,30,30,1884600,23
2016-05-06,30,30,29,30,1955700,23
2016-05-05,30,30,29,30,2147700,23
2016-05-04,31,31,30,30,2870800,23
2016-05-03,32,32,31,31,2640200,24
2016-05-02,32,32,31,32,2647500,25
2016-04-29,32,33,32,32,2118400,25
2016-04-28,33,33,32,32,2144800,25
2016-04-27,33,33,33,33,2835800,26
2016-04-26,32,33,32,33,1990300,26
2016-04-25,32,33,32,32,2062800,25
2016-04-22,32,32,32,32,22220500,25
2016-04-21,32,33,32,32,2581400,25
2016-04-20,32,33,32,32,2754000,25
2016-04-19,32,32,32,32,1662700,25
2016-04-18,31,32,31,32,1782200,25
2016-04-15,31,32,31,31,2585500,24
2016-04-14,31,31,30,31,2564900,24
2016-04-13,30,31,30,31,2172900,24
2016-04-12,30,30,29,30,1960100,23
2016-04-11,29,30,29,29,2045300,23
2016-04-08,29,29,29,29,2122600,23
2016-04-07,30,30,29,29,3673900,22
2016-04-06,30,31,29,30,2301500,23
2016-04-05,30,31,30,30,1751000,23
2016-04-04,31,31,30,30,1491800,24
2016-04-01,31,31,30,31,2135100,24
2016-03-31,31,32,31,31,2094000,24
2016-03-30,31,31,31,31,2522100,24
2016-03-29,30,31,30,31,3802500,24
2016-03-28,28,30,28,30,8247200,23
2016-03-24,30,30,29,30,4488100,23
2016-03-23,30,30,30,30,1969200,23
2016-03-22,30,30,30,30,2175000,23
2016-03-21,30,31,30,30,3358700,24
2016-03-18,31,32,30,30,5542700,24
2016-03-17,32,32,31,31,3050200,24
2016-03-16,31,32,30,31,1562400,24
2016-03-15,31,31,29,30,2027900,24
2016-03-14,30,32,30,31,1730400,24
2016-03-11,30,31,30,30,1619300,24
2016-03-10,31,31,29,30,2049300,23
2016-03-09,30,31,30,31,2594500,24
2016-03-08,30,30,29,30,2328500,23
2016-03-07,31,31,30,30,2830300,23
2016-03-04,32,32,31,31,2530400,24
2016-03-03,31,32,31,32,3549000,25
2016-03-02,30,31,29,31,4113100,24
2016-03-01,31,31,30,30,2130100,23
2016-02-29,30,31,30,30,2350400,23
2016-02-26,30,30,29,30,1693900,23
2016-02-25,29,30,29,29,1528900,23
2016-02-24,29,29,28,29,1604200,23
2016-02-23,29,29,28,29,1264900,22
2016-02-22,28,29,28,29,1680600,22
2016-02-19,29,29,27,28,2132500,21
2016-02-18,28,29,28,29,2762000,22
2016-02-17,28,29,27,28,1672400,22
2016-02-16,27,28,26,28,1436000,21
2016-02-12,26,27,26,26,2581800,20
2016-02-11,26,26,26,26,1479700,20
2016-02-10,27,27,26,26,1370100,20
2016-02-09,27,27,26,27,3286800,20
2016-02-08,26,27,26,27,2944800,21
2016-02-05,27,27,26,26,1545800,20
2016-02-04,26,27,25,27,2000200,20
2016-02-03,26,26,24,26,2223400,20
2016-02-02,26,26,25,25,1840600,20
2016-02-01,26,26,25,26,2787300,20
2016-01-29,25,26,25,26,2317800,20
2016-01-28,26,26,25,25,1398900,19
2016-01-27,26,26,25,26,2002900,20
2016-01-26,25,26,25,26,2769000,20
2016-01-25,25,25,24,25,1445200,19
2016-01-22,25,26,25,25,1763600,19
2016-01-21,25,25,25,25,2118300,19
2016-01-20,25,25,24,25,2236300,19
2016-01-19,25,25,25,25,2784500,19
2016-01-15,25,25,24,25,3187700,19
2016-01-14,27,27,25,25,4589400,19
2016-01-13,27,27,26,26,2921600,20
2016-01-12,28,29,26,27,8089400,21
2016-01-11,28,29,27,29,3256700,22
2016-01-08,28,28,28,28,2699200,21
2016-01-07,28,28,27,28,2662800,21
2016-01-06,28,28,27,28,3756400,21
2016-01-05,28,29,28,28,3416600,22
2016-01-04,27,28,27,28,4330400,21
2015-12-31,28,28,28,28,1696000,21
2015-12-30,28,28,28,28,1438300,21
2015-12-29,28,28,28,28,2040400,21
2015-12-28,28,28,28,28,2325400,21
2015-12-24,28,28,28,28,869000,21
2015-12-23,28,28,28,28,2778300,22
2015-12-22,28,28,28,28,3065900,22
2015-12-21,28,29,28,28,3418200,22
2015-12-18,28,28,27,28,5602500,22
2015-12-17,30,30,29,29,2279400,22
2015-12-16,30,31,30,30,2185100,23
2015-12-15,30,31,30,30,2538300,23
2015-12-14,30,30,29,30,2939500,23
2015-12-11,30,31,29,30,6593000,23
2015-12-10,32,32,31,32,4081400,24
2015-12-09,33,34,32,32,2582300,25
2015-12-08,32,33,32,33,2802800,26
2015-12-07,33,33,32,33,2948100,25
2015-12-04,32,33,32,33,3528300,25
2015-12-03,33,33,32,32,3718000,25
2015-12-02,34,34,33,33,2867700,26
2015-12-01,35,35,34,34,2181300,26
2015-11-30,35,35,34,35,3223100,26
2015-11-27,36,36,35,36,1192500,27
2015-11-25,37,38,36,36,2057900,27
2015-11-24,35,38,35,37,5363000,28
2015-11-23,33,37,33,37,16933800,28
2015-11-20,39,39,38,39,2794200,29
2015-11-19,37,38,37,38,2054700,29
2015-11-18,37,38,37,37,2284200,28
2015-11-17,38,38,36,37,2598800,28
2015-11-16,37,38,36,38,2570000,29
2015-11-13,39,40,37,37,9515200,28
2015-11-12,44,44,43,44,1886500,34
2015-11-11,46,46,44,44,1881300,34
2015-11-10,45,46,45,45,1518200,35
2015-11-09,46,46,45,45,1523300,34
2015-11-06,46,47,46,46,1919200,35
2015-11-05,46,47,46,46,986900,35
2015-11-04,46,47,46,46,1308900,35
2015-11-03,46,46,46,46,1428300,35
2015-11-02,46,46,45,46,955300,35
2015-10-30,45,46,45,46,1219800,35
2015-10-29,45,46,45,45,746100,34
2015-10-28,44,45,44,45,908000,34
2015-10-27,44,44,43,44,1146000,33
2015-10-26,45,45,44,44,1464100,34
